,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
725,"KEMP, Mr Thomas Hulman",Male,43.0,True,Extra Assistant 4th Engineer (Refrigeration),Engineering Crew,False,Belfast,unknown,0.0,False
1850,"KENNEDY, Mr John",Male,24.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,True
726,"KENNELL, Mr Charles",Male,30.0,True,Hebrew Cook,Victualling Crew,False,Southampton,unknown,0.0,False
727,"KENT, Mr Edward Austin",Male,58.0,True,Architect,1st Class Passenger,True,Cherbourg,[258],29.7,False
1851,"KENYON, Mrs Marion Estelle",Female,40.0,True,unknown,1st Class Passenger,True,Southampton,8,51.862500000000004,True
728,"KENYON, Mr Frederick Roland",Male,41.0,True,unknown,1st Class Passenger,True,Southampton,unknown,51.862500000000004,False
729,"KENZLER, Mr August",Male,44.0,True,Storekeeper,Engineering Crew,False,Belfast,unknown,0.0,False
730,"KERLEY, Mr William Thomas",Male,28.0,True,Assistant Saloon Steward (2nd class),Victualling Crew,False,Southampton,unknown,0.0,False
731,"KERR, Mr Thomas Russell",Male,26.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
732,"KETCHLEY, Mr Henry",Male,36.0,True,Saloon Steward,Victualling Crew,False,Belfast,unknown,0.0,False
733,"KHALIL, Mrs Zahie",Female,20.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,unknown,14.454166666666666,False
734,"KHALIL, Mr Betros",Male,25.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,unknown,14.454166666666666,False
735,"KHALĪL 'ATTA ALLĀH, MrSulaymān",Male,27.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.2250000000000005,False
737,"KIERAN, Mr Edgar Michael",Male,34.0,True,Storekeeper,Victualling Crew,False,Southampton,unknown,0.0,False
736,"KIERAN, Mr James William",Male,35.0,True,Chief 3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
738,"KIERNAN, Mr John Joseph",Male,26.0,True,General Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
739,"KIERNAN, Mr Philip",Male,22.0,True,General Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
740,"KILGANNON, Mr Thomas",Male,21.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.7375,False
1853,"KIMBALL, Mrs Susan Gertrude",Female,45.0,True,unknown,1st Class Passenger,True,Southampton,5,52.55416666666667,True
1852,"KIMBALL, Mr Edwin Nelson Jr.",Male,42.0,True,unknown,1st Class Passenger,True,Southampton,5,52.55416666666667,True
741,"KINCHENTEN, MrFrederick Charles",Male,36.0,True,Greaser,Engineering Crew,False,Southampton,unknown,0.0,False
743,"KING, Mr Alfred John Moffett",Male,18.0,True,Lift Steward,Victualling Crew,False,Southampton,[238],0.0,False
742,"KING, Mr Ernest Waldron",Male,28.0,True,Clerk (1st class),Victualling Crew,False,Southampton,[321],0.0,False
744,"KING, Mr G.",Male,20.0,True,Scullion,Victualling Crew,False,Southampton,unknown,0.0,False
745,"KING, Mr Thomas Walter",Male,42.0,True,Master-at-arms,Deck Crew,False,Southampton,unknown,0.0,False
746,"KINGSCOTE, Mr William Ford",Male,48.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
748,"KINK, Miss Maria",Female,23.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,8.6625,False
1854,"KINK, Mr Anton",Male,29.0,True,unknown,3rd Class Passenger,True,Southampton,2,22.025,True
747,"KINK, Mr Vincenz",Male,26.0,True,Magazineer,3rd Class Passenger,True,Southampton,unknown,8.6625,False
1855,"KINK-HEILMANN, Miss Luise Gretchen",Female,4.0,False,unknown,3rd Class Passenger,True,Southampton,2,22.025,True
1856,"KINK-HEILMANN, Mrs Luise",Female,26.0,True,unknown,3rd Class Passenger,True,Southampton,2,22.025,True
749,"KINSELLA, Mr Louis",Male,30.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
750,"KIRKALDY, Mr Thomas Benjamin",Male,35.0,True,Bed Room Steward,Victualling Crew,False,Southampton,unknown,0.0,False
751,"KIRKHAM, Mr James",Male,43.0,True,Greaser,Engineering Crew,False,Southampton,unknown,0.0,False
752,"KIRKLAND, Fr Charles Leonard",Male,71.0,True,Priest / Minister,2nd Class Passenger,True,Queenstown,unknown,12.35,False
753,"KITCHING, Mr Arthur Alfred",Male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
754,"KLABER, Mr Herman",Male,41.0,True,Businessman,1st Class Passenger,True,Southampton,unknown,26.55,False
756,"KLASÉN, Miss Gertrud Emilia",Female,1.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,12.183333333333334,False
757,"KLASÉN, Mrs Hulda Kristina Eugenia",Female,36.0,True,Housewife,3rd Class Passenger,True,Southampton,unknown,12.183333333333334,False
755,"KLASÉN, Mr Klas Albin",Male,18.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,unknown,7.854166666666666,False
758,"KLEIN, Mr Herbert",Male,34.0,True,Barber,Victualling Crew,False,Southampton,unknown,0.0,False
1857,"KNIGHT, Mr George",Male,46.0,True,Saloon Steward,Victualling Crew,False,Southampton,13,0.0,True
759,"KNIGHT, Mr Leonard George",Male,21.0,True,Steward (3rd class),Victualling Crew,False,Southampton,unknown,0.0,False
760,"KNIGHT, Mr Robert",Male,42.0,True,Fitter,2nd Class Passenger,True,Belfast,unknown,0.0,False
1858,"KNOWLES, Mr Thomas",Male,44.0,True,Firemens' Messman,Engineering Crew,False,Southampton,C,0.0,True
761,"KOLEV, Mr Petr",Male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
762,"KOLEV, Mr Sotir",Male,24.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
763,"KRAEFF, Mr Theodor",Male,,,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.895833333333333,False
1859,"KREKORIAN, Mr Neshan",Male,25.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,10,7.229166666666667,True
1860,"KREUCHEN, Miss Emilie",Female,29.0,True,Personal Maid,1st Class Passenger,True,Southampton,2,211.3375,True
764,"KRINS, Mr Georges Alexandre",Male,23.0,True,Musician,2nd Class Passenger,True,Southampton,unknown,0.0,False
765,"KUTSCHER (LITHMAN), MrSimon",Male,27.0,True,Baker,3rd Class Passenger,True,Southampton,unknown,7.55,False
766,"KVILLNER, Mr Johan Henrik Johannesson",Male,31.0,True,Mechanical Engineer,2nd Class Passenger,True,Southampton,[165],10.5,False
767,"LACEY, Mr Bertie William",Male,19.0,True,"Assistant Saloon steward, 2nd Class",Victualling Crew,False,Southampton,unknown,0.0,False
768,"LAHHŪD ISHAQ MU'AWWAD, Mr Sarkīs",Male,35.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.2250000000000005,False
769,"LAHTINEN, Mrs Anna Amelia",Female,34.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,26.0,False
770,"LAHTINEN, Rev. William",Male,35.0,True,Priest / Minister,2nd Class Passenger,True,Southampton,unknown,26.0,False
771,"LAHY, Mr T.",Male,41.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
772,"LAITINEN, Miss Kristina Sofia",Female,38.0,True,Housekeeper,3rd Class Passenger,True,Southampton,unknown,9.5875,False
773,"LAKE, Mr William",Male,46.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,unknown,0.0,False
1861,"LAM, Mr Ali",Male,38.0,True,Seaman,3rd Class Passenger,True,Southampton,C,56.49583333333334,True
774,"LAM, Mr Len",Male,23.0,True,Seaman,3rd Class Passenger,True,Southampton,unknown,56.49583333333334,False
775,"LAMB, Mr John J.",Male,31.0,True,Jeweller,2nd Class Passenger,True,Queenstown,unknown,10.708333333333332,False
1862,"LANDERGREN, Miss Aurora Adelia",Female,22.0,True,unknown,3rd Class Passenger,True,Southampton,13,7.25,True
776,"LANE, Mr Albert Edward",Male,33.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
777,"LANE, Mr Patrick",Male,16.0,False,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
1863,"LANG, Mr Fang",Male,32.0,True,Seaman,3rd Class Passenger,True,Southampton,14,56.49583333333334,True
1864,"LAROCHE, Miss Louise",Female,1.0,False,unknown,2nd Class Passenger,True,Cherbourg,14,41.579166666666666,True
1865,"LAROCHE, Miss Simonne Marie Anne Andrée",Female,3.0,False,unknown,2nd Class Passenger,True,Cherbourg,14,41.579166666666666,True
1866,"LAROCHE, Mrs Juliette Marie Louise",Female,22.0,True,unknown,2nd Class Passenger,True,Cherbourg,14,41.579166666666666,True
778,"LAROCHE, Mr Joseph Philippe Lemercier",Male,25.0,True,Engineer,2nd Class Passenger,True,Cherbourg,unknown,41.579166666666666,False
779,"LARSSON, Mr August Viktor",Male,29.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,9.483333333333333,False
780,"LARSSON, Mr Bengt Edvin",Male,29.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.775,False
781,"LATIMER, Mr Andrew",Male,55.0,True,Chief Steward,Victualling Crew,False,Belfast,unknown,0.0,False
1867,"LAVINGTON, Miss Elizabeth",Female,40.0,True,Stewardess,Victualling Crew,False,Southampton,11,0.0,True
782,"LAWRANCE, Mr Arthur",Male,36.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[90],0.0,False
1868,"LEADER, Dr Alice May",Female,49.0,True,Doctor,1st Class Passenger,True,Southampton,8,25.929166666666664,True
783,"LEADER, Mr Archibald",Male,22.0,True,Confectioner,Victualling Crew,False,Southampton,unknown,0.0,False
1869,"LEATHER, Mrs Elizabeth Mary",Female,50.0,True,Stewardess,Victualling Crew,False,Southampton,unknown,0.0,True
784,"LEE, Mr H.",Male,18.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1870,"LEE, Mr Henry Reginald",Male,29.0,True,Scullion,Victualling Crew,False,Southampton,13,0.0,True
1871,"LEE, Mr Reginald Robinson",Male,41.0,True,Lookout,Deck Crew,False,Southampton,13,0.0,True
790,"LEFEBVRE, Master Henry",Male,5.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,25.466666666666665,False
785,"LEFEBVRE, Miss Ida",Female,3.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,25.466666666666665,False
787,"LEFEBVRE, Miss Jeannie",Female,8.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,25.466666666666665,False
789,"LEFEBVRE, Miss Mathilde",Female,12.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,25.466666666666665,False
788,"LEFEBVRE, Mrs Frances Marie",Female,40.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,25.466666666666665,False
786,"LEFEBVRE, Mr Paul Georges",Male,35.0,True,Saloon Steward,Victualling Crew,False,Southampton,[211],0.0,False
1872,"LEHMANN, Miss Bertha",Female,17.0,False,unknown,2nd Class Passenger,True,Cherbourg,12,12.0,True
791,"LEINONEN, Mr Antti Gustaf",Male,32.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.925000000000001,False
1873,"LEITCH, Miss Jessie Wills",Female,31.0,True,unknown,2nd Class Passenger,True,Southampton,11,33.0,True
1874,"LEMORE, Mrs Amelia",Female,39.0,True,unknown,2nd Class Passenger,True,Southampton,14,10.5,True
792,"LENNON, Mr Denis",Male,20.0,True,General Labourer,3rd Class Passenger,True,Queenstown,unknown,15.5,False
793,"LEONARD, Mr Matthew",Male,25.0,True,3rd Class Steward,Victualling Crew,False,Belfast,unknown,0.0,False
1875,"LEROY, Miss Berthe",Female,27.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,2,106.42500000000001,True
794,"LESTER, Mr James",Male,41.0,True,Dipper,3rd Class Passenger,True,Southampton,unknown,24.15,False
1876,"LESUEUR, Mr Louis Gustave Joseph",Male,35.0,True,Servant,1st Class Passenger,True,Cherbourg,3,512.3291666666667,True
795,"LEVETT, Mr George Alfred",Male,26.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Belfast,unknown,0.0,False
1877,"LEWIS, Mr Arthur Ernest Read",Male,27.0,True,Steward,Victualling Crew,False,Southampton,15,0.0,True
797,"LEWY, Mr Ervin G.",Male,30.0,True,Jeweller,1st Class Passenger,True,Cherbourg,unknown,27.72083333333333,False
798,"LEYSON, Mr Robert William Norman",Male,25.0,True,Solicitor,2nd Class Passenger,True,Southampton,[108],10.5,False
799,"LIEVENS, Mr René Aimé",Male,24.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,9.5,False
800,"LIGHT, Mr Charles Edward",Male,24.0,True,Plate Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
801,"LIGHT, Mr Christopher William",Male,20.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
802,"LIGHT, Mr W.",Male,47.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
1878,"LIGHTOLLER, Mr Charles Herbert",Male,38.0,True,2nd. Officer,Deck Crew,False,Belfast,B,0.0,True
803,"LIND, Mr Erik Gustaf",Male,42.0,True,Businessman,1st Class Passenger,True,Southampton,unknown,26.55,False
804,"LINDAHL, Miss Agda Thorilda Viktoria",Female,25.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.775,False
805,"LINDBLOM, Miss Augusta Charlotta",Female,45.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.75,False
807,"LINDELL, Mrs Elin Gerda",Female,30.0,True,unknown,3rd Class Passenger,True,Southampton,A,15.55,False
806,"LINDELL, Mr Edvard Bengtsson",Male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,A,15.55,False
1879,"LINDQVIST, Mr Eino William",Male,20.0,True,unknown,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1880,"LINDSAY, Mr William Charles",Male,30.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
1881,"LINDSTRÖM, Mrs Sigrid",Female,55.0,True,unknown,1st Class Passenger,True,Cherbourg,6,27.72083333333333,True
808,"LINEHAN, Mr Michael",Male,21.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.879166666666666,False
1882,"LINES, Miss Mary Conover",Female,16.0,False,unknown,1st Class Passenger,True,Cherbourg,9,39.4,True
1883,"LINES, Mrs Elizabeth Lindsey",Female,50.0,True,unknown,1st Class Passenger,True,Cherbourg,9,39.4,True
809,"LING, Mr Lee",Male,28.0,True,Seaman,3rd Class Passenger,True,Southampton,unknown,56.49583333333334,False
810,"LINGANE, Mr John",Male,61.0,True,Gentleman,2nd Class Passenger,True,Queenstown,unknown,12.35,False
811,"LINHART, Mr Wenzel",Male,28.0,True,Baker,3rd Class Passenger,True,Southampton,[298],9.5,False
1884,"LITTLEJOHN, Mr Alexander James",Male,40.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,13,0.0,True
812,"LIVSHIN, Mr David",Male,25.0,True,Jeweller,3rd Class Passenger,True,Southampton,B,7.25,False
813,"LLOYD, Mr Humphrey",Male,41.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[57],0.0,False
814,"LLOYD, Mr William",Male,29.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
815,"LOBB, Mrs Cordelia",Female,34.0,True,unknown,3rd Class Passenger,True,Southampton,[55],16.1,False
816,"LOBB, Mr William Arthur",Male,31.0,True,Engineer,3rd Class Passenger,True,Southampton,unknown,16.1,False
817,"LOCKE, Mr Albert George",Male,33.0,True,Scullion,Victualling Crew,False,Southampton,unknown,0.0,False
818,"LOCKYER, Mr Edward Thomas",Male,19.0,True,Grocers Assistant,3rd Class Passenger,True,Southampton,[153],7.879166666666666,False
821,"LONG, Mr Frank",Male,31.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
819,"LONG, Mr Milton Clyde",Male,29.0,True,unknown,1st Class Passenger,True,Southampton,[126],30.0,False
820,"LONG, Mr William",Male,36.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1885,"LONGLEY, Miss Gretchen Fiske",Female,21.0,True,unknown,1st Class Passenger,True,Cherbourg,10,77.95833333333334,True
822,"LONGMUIR, Mr John Dickson",Male,20.0,True,Assistant Pantry Steward (2nd class),Victualling Crew,False,Southampton,unknown,0.0,False
823,"LORING, Mr Joseph Holland",Male,30.0,True,Stockbroker,1st Class Passenger,True,Southampton,unknown,45.5,False
1886,"LOUCH, Mrs Alice Adelaide",Female,42.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,26.0,True
824,"LOUCH, Mr Charles",Male,50.0,True,Saddler,2nd Class Passenger,True,Southampton,[121],26.0,False
825,"LOVELL, Mr John",Male,37.0,True,Grill Cook,Victualling Crew,False,Southampton,unknown,0.0,False
826,"LOVELL, Mr John Hall",Male,20.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,7.25,False
1887,"LOWE, Mr Harold Godfrey",Male,29.0,True,5th. Officer,Deck Crew,False,Belfast,14,0.0,True
1888,"LUCAS, Mr William Arthur",Male,25.0,True,Able Seaman,Deck Crew,False,Southampton,D,0.0,True
1889,"LUCAS, Mr William Watson",Male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,A,0.0,True
1890,"LULIC, Mr Nikola",Male,29.0,True,unknown,3rd Class Passenger,True,Southampton,15,8.6625,True
827,"LUNDAHL, Mr Johan Svensson",Male,50.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.054166666666666,False
1891,"LUNDIN, Miss Olga Elida",Female,23.0,True,unknown,3rd Class Passenger,True,Southampton,10,7.854166666666666,True
1892,"LUNDSTRÖM, Mr Thure Edvin",Male,32.0,True,unknown,3rd Class Passenger,True,Southampton,15,7.579166666666667,True
1893,"LURETTE, Miss Eugénie Elise",Female,59.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,6,146.52083333333334,True
828,"LYDIATT, Mr Charles",Male,45.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
829,"LYMPEROPOULUS, MrPanagiotis K.",Male,30.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,[196],6.4375,False
830,"LYNTAKOFF, Mr Stanko",Male,44.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
831,"LYONS, Mr William Henry",Male,25.0,True,Able Seaman,Deck Crew,False,Southampton,4,0.0,False
796,"LÉVY, Mr René Jacques",Male,36.0,True,Chemist,2nd Class Passenger,True,Southampton,unknown,12.875,False
832,"MABEY, Mr John Charles",Male,23.0,True,3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
833,"MACK, Mrs Mary",Female,57.0,True,unknown,2nd Class Passenger,True,Southampton,[52],10.5,False
834,"MACKAY, Mr George William",Male,20.0,True,Footman,3rd Class Passenger,True,Southampton,unknown,7.55,False
836,"MACKIE, Mr George William",Male,34.0,True,2nd Class Bedroom Steward,Victualling Crew,False,Southampton,unknown,0.0,False
835,"MACKIE, Mr William Dickson",Male,32.0,True,Junior 5th. Engineer,Engineering Crew,False,Belfast,unknown,0.0,False
1894,"MADIGAN, Miss Margaret",Female,21.0,True,unknown,3rd Class Passenger,True,Queenstown,15,7.75,True
1895,"MADILL, Miss Georgette Alexandra",Female,16.0,False,unknown,1st Class Passenger,True,Southampton,2,211.3375,True
1896,"MADSEN, Mr Fridtjof Arne",Male,24.0,True,unknown,3rd Class Passenger,True,Southampton,13,7.141666666666667,True
838,"MAGUIRE, Mr John Edward",Male,30.0,True,unknown,1st Class Passenger,True,Southampton,unknown,26.0,False
839,"MAHON, Miss Bridget Delia",Female,20.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,7.879166666666666,False
1897,"MAIONI, Miss Roberta Elizabeth Mary",Female,20.0,True,Personal Maid,1st Class Passenger,True,Southampton,8,86.5,True
840,"MAJOR, Mr Thomas Edgar",Male,36.0,True,Bathroom Steward (1st Class),Victualling Crew,False,Belfast,unknown,0.0,False
1898,"MAJOR, Mr William James",Male,32.0,True,Fireman,Engineering Crew,False,Southampton,13,0.0,True
842,"MALACHARD, Mr Jean-Noël",Male,25.0,True,unknown,2nd Class Passenger,True,Cherbourg,unknown,15.045833333333333,False
1899,"MALLET, Master André Clement",Male,1.0,False,unknown,2nd Class Passenger,True,Cherbourg,10,37.00416666666667,True
1900,"MALLET, Mrs Antonine Marie",Female,24.0,True,unknown,2nd Class Passenger,True,Cherbourg,10,37.00416666666667,True
843,"MALLET, Mr Albert Denis Pierre",Male,45.0,True,Merchant,2nd Class Passenger,True,Cherbourg,unknown,37.00416666666667,False
844,"MANGAN, Miss Mary",Female,32.0,True,unknown,3rd Class Passenger,True,Queenstown,[61],7.75,False
845,"MANGIAVACCHI, MrEmilio Giovanni Andrea Onorato",Male,47.0,True,Clerk,2nd Class Passenger,True,Cherbourg,unknown,15.579166666666667,False
1901,"MANNION, Miss Margaret",Female,28.0,True,unknown,3rd Class Passenger,True,Queenstown,16,7.7375,True
846,"MANTLE, Mr Roland Frederick",Male,40.0,True,3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
847,"MARCH, Mr John Starr",Male,50.0,True,Postal Clerk / Postman,Victualling Crew,False,Southampton,[225],0.0,False
848,"MARDIROSIAN, Mr Sarkis",Male,25.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.229166666666667,False
849,"MARETT, Mr George John",Male,27.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
850,"MARINKO, Mr Dmitri",Male,23.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
851,"MARKOFF, Mr Marin",Male,35.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
852,"MARKS, Mr James",Male,27.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Southampton,unknown,0.0,False
853,"MARKUN, Mr Johann",Male,33.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.895833333333333,False
854,"MARRIOTT, Mr John William",Male,21.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Southampton,[2],0.0,False
1902,"MARSDEN, Miss Evelyn",Female,28.0,True,Stewardess,Victualling Crew,False,Southampton,16,0.0,True
855,"MARSH, Mr Frederick Charles",Male,39.0,True,Fireman,Engineering Crew,False,Southampton,[268],0.0,False
1903,"MARTIN, Miss Mabel Elvina",Female,20.0,True,Cashier,Restaurant Staff,False,Southampton,unknown,0.0,True
1904,"MARTIN, Miss Virginia Ethel",Female,6.0,False,unknown,3rd Class Passenger,True,Southampton,13,12.475,True
1905,"MARTIN, Mrs Annie Martha",Female,39.0,True,Stewardess,Victualling Crew,False,Southampton,11,0.0,True
1906,"MARVIN, Mrs Mary Graham Carmichael",Female,18.0,True,unknown,1st Class Passenger,True,Southampton,10,53.1,True
856,"MARVIN, Mr Daniel Warner",Male,18.0,True,Of Independent Means,1st Class Passenger,True,Southampton,unknown,53.1,False
1907,"MARÉCHAL, Mr Pierre",Male,29.0,True,Aviator,1st Class Passenger,True,Cherbourg,7,29.7,True
857,"MASKELL, Mr Leopold Adolphus",Male,25.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1908,"MASON, Mr Frank Archibald Robert",Male,32.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
858,"MASON, Mr J.",Male,39.0,True,Leading Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
859,"MATHERSON, Mr David",Male,33.0,True,Able Seaman,Deck Crew,False,Southampton,[192],0.0,False
860,"MATHIAS, Mr Montague Vincent",Male,29.0,True,Mess Steward,Deck Crew,False,Southampton,unknown,0.0,False
861,"MATINOFF, Mr Nicola",Male,30.0,True,unknown,3rd Class Passenger,True,Cherbourg,unknown,7.895833333333333,False
862,"MATTHEWS, Mr William John",Male,23.0,True,China Clay Worker,2nd Class Passenger,True,Southampton,unknown,13.0,False
863,"MATTMANN, Sig. Adolf",Male,20.0,True,Ice Man,Restaurant Staff,False,Southampton,unknown,0.0,False
1909,"MAUGÉ, Mr Paul Achille Maurice Germain",Male,25.0,True,Kitchen Clerk,Restaurant Staff,False,Southampton,unknown,0.0,True
864,"MAXWELL, Mr John",Male,29.0,True,Carpenter / Joiner,Deck Crew,False,Belfast,unknown,0.0,False
865,"MAY, Mr Arthur William",Male,22.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
866,"MAY, Mr Arthur William",Male,59.0,True,Fireman Messman,Engineering Crew,False,Southampton,unknown,0.0,False
867,"MAYBERY, Mr Frank Hubert",Male,36.0,True,Property Developer / Real Estate,2nd Class Passenger,True,Southampton,unknown,16.0,False
1910,"MAYNARD, Mr Isaac Hiram",Male,31.0,True,Entrée Cook,Victualling Crew,False,Belfast,B,0.0,True
1911,"MAYNÉ, Mlle Berthe Antonine",Female,24.0,True,Singer,1st Class Passenger,True,Cherbourg,6,49.50416666666667,True
868,"MAYO, Mr William Peter",Male,28.0,True,Leading Fireman,Engineering Crew,False,Southampton,[177],0.0,False
869,"MAYTUM, Mr Alfred",Male,53.0,True,Chief Butcher,Victualling Crew,False,Belfast,[141],0.0,False
1912,"MAYZES, Mr Thomas Jubilee",Male,25.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
870,"MCANDREW, Mr Thomas Patrick",Male,38.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
871,"MCANDREWS, Mr William",Male,23.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
872,"MCCAFFRY, Mr Thomas Francis",Male,46.0,True,Banker,1st Class Passenger,True,Southampton,[292],75.24166666666667,False
1913,"MCCARTHY, Miss Catherine",Female,24.0,True,Domestic Servant,3rd Class Passenger,True,Queenstown,16,7.75,True
873,"MCCARTHY, Mr Frederick James",Male,38.0,True,Bedroom Steward (1st Class),Victualling Crew,False,Southampton,unknown,0.0,False
874,"MCCARTHY, Mr Timothy John",Male,54.0,True,Buyer,1st Class Passenger,True,Southampton,[175],51.862500000000004,False
1914,"MCCARTHY, Mr William",Male,48.0,True,Able Seaman,Deck Crew,False,Southampton,4,0.0,True
875,"MCCASTLIN, Mr William",Male,28.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
876,"MCCAWLEY, Mr Thomas W.",Male,36.0,True,Gymnasium Steward,Victualling Crew,False,Belfast,unknown,0.0,False
1915,"MCCORMACK, Mr Thomas Joseph",Male,19.0,True,Barman,3rd Class Passenger,True,Queenstown,unknown,7.75,True
1916,"MCCOY, Miss Agnes",Female,29.0,True,unknown,3rd Class Passenger,True,Queenstown,16,23.25,True
1917,"MCCOY, Miss Alice",Female,26.0,True,unknown,3rd Class Passenger,True,Queenstown,16,23.25,True
1918,"MCCOY, Mr Bernard",Male,24.0,True,General Labourer,3rd Class Passenger,True,Queenstown,16,23.25,True
877,"MCCRAE, Mr Arthur Gordon",Male,32.0,True,Engineer,2nd Class Passenger,True,Southampton,[209],13.5,False
878,"MCCRIE, Mr James Matthew",Male,32.0,True,Oil Worker,2nd Class Passenger,True,Southampton,unknown,13.0,False
1919,"MCDERMOTT, Miss Bridget Delia",Female,31.0,True,unknown,3rd Class Passenger,True,Queenstown,13,7.783333333333333,True
879,"MCELROY, Mr Hugh Walter",Male,37.0,True,Purser,Victualling Crew,False,Southampton,[157],0.0,False
880,"MCEVOY, Mr Michael",Male,20.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,15.5,False
1920,"MCGANN, Mr James",Male,29.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,True
881,"MCGARVEY, Mr Edward Joseph",Male,34.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
